-1.2635,0.5727,9.1032,-0.0071,-0.3210,1.0614
-1.2891,0.5775,9.1319,-0.0884,-0.5852,1.1630
-1.2763,0.5919,9.1383,-0.0884,-0.4836,1.6508
-1.3002,0.5855,9.1272,-0.1494,-0.6868,1.8337
-1.3210,0.5360,9.1208,-0.0275,-0.4429,1.4069
-1.3465,0.5568,9.1272,0.0132,-0.1787,1.0207
-1.3098,0.5823,9.1591,-0.0071,-0.1380,0.9191
-1.2635,0.5632,9.1272,0.0538,-0.4836,1.0004
-1.2380,0.5839,9.1208,0.0335,-0.2600,0.9801
-1.2492,0.6015,9.1654,-0.0681,-0.1380,0.9191
-1.2205,0.5743,9.1272,-0.0275,-0.2193,0.9598
-1.2284,0.5791,9.1750,0.0538,-0.4429,1.0004
-1.2061,0.6238,9.1431,0.0335,-0.1990,1.0207
-1.1870,0.6206,9.1447,0.0335,-0.2193,1.0207
-1.2380,0.5999,9.1559,0.0742,-0.1787,0.9801
-1.2444,0.5823,9.1288,0.0132,-0.4226,1.0614
-1.2827,0.5919,9.1399,-0.0071,-0.3413,1.0614
-1.2811,0.5648,9.1638,-0.0071,-0.2397,1.2646
-1.2763,0.5887,9.1383,-0.0884,-0.2803,1.2850
-1.3002,0.5711,9.1335,0.0335,-0.3616,1.0207
-1.3274,0.5695,9.1367,-0.0071,-0.0974,1.0411
-1.3178,0.5695,9.1160,0.0742,-0.1990,1.0004
-1.2891,0.5887,9.0968,-0.0884,-0.3616,1.1427
-1.2619,0.6110,9.1128,-0.0071,-0.3616,1.2443
-1.2380,0.5759,9.1208,0.0132,-0.1177,1.4069
-1.2029,0.5839,9.0921,-0.0478,-0.2803,1.1427
-1.2045,0.5600,9.1256,-0.0478,-0.4429,1.0614
-1.1806,0.5903,9.1144,0.0335,-0.2193,1.0207
-1.1997,0.5983,9.1335,-0.0478,-0.2600,1.0004
-1.2380,0.5951,9.1415,0.0335,-0.4226,1.0411
-1.2205,0.5791,9.0921,0.0538,-0.3413,1.0207
-1.2970,0.6174,9.1607,-0.1088,-0.2193,1.0207
-1.2603,0.6222,9.1527,-0.0275,-0.4632,1.2037
-1.2524,0.6318,9.1032,-0.1291,-0.6258,1.6102
-1.2795,0.6350,9.1415,-0.0478,-0.5445,1.6711
-1.3130,0.5759,9.1638,-0.0071,-0.1990,1.0004
-1.3002,0.5329,9.1511,-0.0478,-0.0974,0.6549
-1.2954,0.5345,9.0968,-0.0478,-0.2600,0.8785
-1.2635,0.5392,9.1224,-0.0275,-0.5039,0.9191
-1.2747,0.5488,9.1686,0.0945,-0.0974,0.8785
-1.2651,0.5536,9.1192,0.0335,-0.0161,0.8581
-1.2300,0.5711,9.1160,-0.0071,-0.3006,1.0207
-1.2157,0.5935,9.1511,0.0132,-0.5649,1.2240
-1.1902,0.6062,9.1351,-0.0071,-0.3616,1.1833
-1.2268,0.6190,9.1240,-0.0478,-0.0974,1.1833
-1.2189,0.6110,9.1128,-0.0275,-0.0567,1.1427
-1.2603,0.6190,9.1288,0.0132,-0.4632,1.2240
-1.2795,0.6206,9.1303,-0.0071,-0.3616,1.2646
-1.2779,0.6541,9.1240,-0.0275,-0.3210,1.4882
-1.3050,0.6254,9.1335,-0.0681,-0.3819,1.2240
-1.3625,0.5871,9.1240,-0.0071,-0.2193,0.9191
-1.3577,0.5632,9.1431,-0.0071,-0.1584,1.0004
-1.3034,0.5711,9.1495,0.0132,-0.4836,1.0207
-1.2508,0.5392,9.1415,-0.0071,-0.1787,0.9598
-1.2524,0.5456,9.1032,0.0132,-0.1990,1.0004
-1.2109,0.5281,9.1272,-0.0071,-0.2193,1.0411
-1.2157,0.5568,9.1176,-0.0071,-0.2193,1.0614
-1.1854,0.5951,9.1495,-0.0275,-0.3210,1.1020
-1.1838,0.6238,9.1846,0.0132,-0.2193,1.1020
-1.2125,0.6605,9.1511,-0.0071,-0.2600,1.0817
-1.2651,0.6286,9.1240,-0.0275,-0.2600,0.9598
-1.2811,0.6078,9.1240,0.0335,-0.0974,0.9801
-1.3002,0.6031,9.1272,-0.0071,-0.1787,0.8988
-1.3098,0.6078,9.1240,0.0132,-0.1990,0.9598
-1.3018,0.5616,9.1208,-0.0071,-0.3413,0.9801
-1.3178,0.5360,9.1447,-0.0478,-0.2397,1.0411
-1.3385,0.5408,9.1862,0.0132,-0.0364,0.9801
-1.3034,0.5408,9.1399,-0.0071,-0.2193,0.9598
-1.2540,0.5600,9.1144,0.0538,-0.2600,1.0004
-1.2603,0.5839,9.0905,0.0335,-0.2600,1.0411
-1.2428,0.5887,9.1942,0.0538,-0.1177,0.9801
-1.2428,0.6190,9.1112,0.0335,-0.0364,1.0004
-1.2029,0.6286,9.1160,-0.0884,-0.2803,0.9801
-1.2013,0.6270,9.1654,0.0335,-0.4429,1.1020
-1.2093,0.5919,9.1080,0.0335,-0.4632,1.0207
-1.2300,0.6206,9.1654,0.0538,0.1059,1.0004
-1.2396,0.5568,9.1080,0.0132,-0.1177,0.7972
-1.2891,0.5855,9.1527,-0.0071,-0.0974,0.9598
-1.2779,0.5600,9.1511,-0.0071,-0.3006,0.9191
-1.2795,0.5488,9.1192,-0.0478,-0.3006,1.0207
-1.3385,0.5695,9.1383,0.0335,-0.1787,1.0207
-1.3688,0.5329,9.1559,0.0132,-0.0161,1.0004
-1.3274,0.5584,9.1128,0.0335,-0.2193,1.0411
-1.2763,0.5584,9.1160,0.0538,-0.3819,1.0817
-1.2779,0.5951,9.1096,0.0945,-0.3210,1.0614
-1.2332,0.5871,9.1208,0.0538,-0.0364,0.9801
-1.2252,0.5887,9.0937,0.0132,-0.2397,0.9801
-1.2045,0.5983,9.1383,0.0335,-0.3413,1.0004
-1.1838,0.5839,9.1463,0.0538,-0.2600,1.0207
-1.1886,0.5967,9.1208,-0.0071,-0.1177,1.0004
-1.2013,0.6078,9.1240,-0.0071,-0.1787,0.9598
-1.2715,0.5807,9.1288,0.0538,-0.3413,0.9598
-1.2875,0.5807,9.1383,-0.0071,-0.2397,1.0614
-1.2763,0.5807,9.1288,-0.0681,-0.3210,1.0411
-1.3002,0.5743,9.1351,-0.0681,-0.2193,1.0614
-1.2923,0.5807,9.1335,-0.0478,-0.3006,1.0817
-1.3481,0.5648,9.1511,0.0132,-0.1787,1.0207
-1.2939,0.5552,9.1112,-0.0071,-0.3210,1.0817
-1.2939,0.6046,9.1128,0.0335,-0.3413,1.0614
-1.2428,0.5727,9.1288,0.0742,-0.2193,1.0004
-1.2428,0.5759,9.1399,-0.0478,-0.1584,1.0004
-1.2109,0.5967,9.1383,0.0335,-0.2397,1.0004
-1.1870,0.6015,9.1463,-0.0071,-0.2397,0.9801
-1.1630,0.6062,9.1303,0.0335,-0.3616,1.0207
-1.2077,0.5967,9.1240,0.0335,-0.2193,1.0817
-1.2284,0.6078,9.1288,0.0335,-0.1380,0.9801
-1.2284,0.5999,9.1399,0.0335,-0.1787,1.0614
-1.2827,0.5791,9.1192,0.0335,-0.1584,1.0004
-1.2843,0.5664,9.1399,0.0538,-0.3006,1.0207
-1.2795,0.5935,9.1335,-0.0275,-0.1380,0.9801
-1.3385,0.5664,9.1208,0.0132,-0.0567,1.0004
-1.3401,0.5903,9.1288,-0.0275,-0.0567,1.0207
-1.3274,0.5536,9.1240,-0.0071,-0.2600,0.9598
-1.3146,0.5999,9.1495,0.0132,-0.4226,1.0207
-1.2572,0.5727,9.0937,0.0538,-0.1584,0.9394
-1.2428,0.5791,9.1240,0.0132,-0.1787,1.0004
-1.2540,0.5759,9.1208,-0.0681,-0.2397,0.9598
-1.2157,0.5823,9.1559,0.0742,-0.3006,0.9801
-1.1870,0.6110,9.1543,0.0335,-0.2193,1.0004
-1.1774,0.5999,9.1431,0.0538,-0.3006,1.0817
-1.2205,0.5999,9.1288,0.0335,-0.2397,1.0614
-1.2476,0.6174,9.1288,-0.0071,-0.0974,1.0411
-1.2588,0.6142,9.1192,0.0335,-0.1584,1.0004
-1.2731,0.5951,9.0825,-0.0478,-0.2397,1.0004
-1.2779,0.5855,9.1335,0.0132,-0.2803,1.0614
-1.2891,0.5807,9.1814,0.0132,-0.3616,1.0614
-1.3226,0.5568,9.1718,-0.0275,-0.3006,1.0004
-1.3050,0.5488,9.1256,-0.0071,-0.2600,0.9191
-1.3162,0.5424,9.1527,0.0742,-0.2193,0.9801
-1.2779,0.5408,9.1240,-0.0071,-0.1177,0.8175
-1.3226,0.5584,9.0697,0.1351,-0.0771,0.8785
-1.3274,0.5680,9.0378,0.0742,0.8376,1.0411
-1.2284,0.6046,9.1288,0.0538,-1.9673,1.0411
-1.1343,0.5807,9.1894,-0.1088,0.3498,1.6508
-1.1503,0.5249,9.0761,0.1148,-0.2193,0.3703
-1.1327,0.5009,9.1702,0.1148,-0.2600,0.4110
-1.2093,0.5552,9.1463,-0.1291,-0.7478,1.6711
-1.2316,0.6286,9.1415,-0.1901,0.3498,1.6915
-1.2476,0.7243,9.1559,-0.0884,-1.0527,1.8541
-1.3082,0.7450,9.0697,-0.1291,-0.5445,1.6102
-1.3656,0.7163,9.1479,-0.0071,-0.3413,1.0817
-1.3944,0.6222,9.0952,0.0538,-0.1584,0.7768
-1.3640,0.5743,9.1000,0.0335,0.5937,0.6346
-1.2651,0.5025,9.1670,0.1555,-0.4226,0.6549
-1.2316,0.4738,9.1128,0.0335,-0.1584,0.6142
-1.2125,0.4499,9.1160,0.1758,0.3904,0.4516
-1.1965,0.4563,9.1447,0.0538,-0.4429,0.4720
-1.1949,0.5057,9.1367,0.0132,-0.0364,1.0817
-1.2109,0.5903,9.1319,-0.0275,-0.8901,1.4679
-1.1965,0.6557,9.1144,-0.1088,-0.4023,1.6102
-1.2572,0.7147,9.1240,-0.0884,-0.5852,1.8541
-1.2779,0.7147,9.1591,-0.0884,-0.5852,1.5289
-1.2875,0.6924,9.1399,-0.0275,-0.1177,1.0817
-1.2699,0.6717,9.1335,0.0945,-0.1380,0.8988
-1.2348,0.6142,9.1335,0.0132,0.0246,0.8378
-1.2460,0.5680,9.1638,0.0335,-0.1787,0.7362
-1.2986,0.5073,9.1128,0.1758,0.0449,0.3297
-1.3130,0.4387,9.1303,0.2571,0.3091,-0.0362
-1.2923,0.4531,9.1399,0.0538,0.1059,0.1061
-1.2651,0.5089,9.1431,-0.0071,-0.1990,1.0411
-1.3034,0.5584,9.1144,-0.0478,-0.5852,1.4069
-1.2731,0.5871,9.1240,-0.0681,-0.2600,1.3256
-1.2843,0.6605,9.1208,-0.0071,-0.0974,1.1630
-1.2364,0.6780,9.1383,-0.0681,-0.4429,1.2443
-1.1582,0.7179,9.1128,-0.1291,-0.4023,1.5289
-1.1742,0.7036,9.1623,-0.0275,-0.3210,1.3053
-1.2013,0.6541,9.1686,-0.0071,-0.0567,0.8175
-1.2205,0.6126,9.1463,0.0132,-0.0364,0.8378
-1.2412,0.5664,9.1399,0.0538,-0.2803,0.8581
-1.2667,0.5600,9.1559,0.0132,-0.2193,0.8581
-1.2986,0.5440,9.1399,0.0132,-0.1787,0.8378
-1.3736,0.5424,9.1814,0.0538,-0.2193,0.8988
-1.3736,0.5360,9.1431,0.0335,-0.4023,1.0207
-1.3784,0.5440,9.1224,-0.0478,-0.4632,1.0817
-1.3082,0.5504,9.1176,0.0335,-0.1990,1.1020
-1.2843,0.5600,9.1607,0.0538,-0.2193,1.0817
-1.2268,0.5695,9.1208,-0.0071,-0.3616,1.1427
-1.2252,0.6190,9.1638,-0.0071,-0.3413,1.1224
-1.1774,0.5983,9.1288,-0.0478,-0.2803,1.0614
-1.1263,0.6062,9.1272,-0.1291,-0.1990,1.0411
-1.1566,0.6174,9.1654,-0.0478,-0.2803,1.0004
-1.2141,0.5951,9.1112,-0.0478,-0.4429,1.0207
-1.2683,0.6015,9.1048,-0.0071,-0.3413,1.0614
-1.2923,0.5632,9.1654,0.1148,-0.4429,1.1020
-1.2970,0.5711,9.1399,-0.0681,-0.3616,1.1224
-1.3258,0.5791,9.1511,-0.0071,-0.2803,1.1020
-1.3194,0.5759,9.1224,-0.0275,-0.2193,1.0004
-1.3545,0.5536,9.1256,0.0538,0.0246,1.0411
-1.3353,0.5600,9.1351,0.0132,0.0042,1.0817
-1.2763,0.5807,9.0889,0.0945,0.1465,1.0411
-1.2619,0.5791,9.1399,0.0742,0.3091,0.9394
-1.2540,0.6046,9.1623,0.0742,0.6546,0.3907
